word,upos
ekonomiskeho,ADJ
wuwića,NOUN
ćahanja,NOUN
ćahanje,NOUN
wobsydla,VERB
krajinu,NOUN
baltiskim,ADJ
morjom,NOUN
srjedźnymi,ADJ
horinami,NOUN
rěkami,NOUN
bobrom,PROPN
bobr,PROPN
kwisu,PROPN
kwisa,PROPN
surbi,PROPN
chronice,NOUN
fredegara,PROPN
fredegar,PROPN
króć,NOUN
pisomnje,ADV
heinrich,PROPN
podćisnje,VERB
podćisnyć,VERB
kmjenaj,NOUN
łužičanow,PROPN
łužičan,PROPN
milčanow,PROPN
milčan,PROPN
markhrabja,NOUN
gero,PROPN
hosćinje,NOUN
hosćina,NOUN
třiceći,NUM
połobskosłowjanskich,ADJ
zabić,VERB
zběhnje,VERB
budyskim,ADJ
budyski,ADJ
bolesławom,PROPN
bolesław,PROPN
chrobrym,PROPN
chrobry,PROPN
kejžorom,NOUN
kejžor,NOUN
heinrichom,PROPN
teritorijej,NOUN
pólskemu,ADJ
wjerchej,NOUN
leno,NOUN
přidźělitej,VERB
přidźělić,VERB
konstrukt,NOUN
wopřijmje,VERB
wopřijeć,VERB
słušacy,ADJ
staćanstwje,NOUN
staćanstwo,NOUN
realne,ADJ
realny,ADJ
wukonjenje,NOUN
statnu,ADJ
monarchistiske,ADJ
monarchistiski,ADJ
autokratiske,ADJ
autokratiski,ADJ
demokratiske,ADJ
